,Date,Country,WHO_Region,New_Cases,Cumulative_Cases,New_Deaths,Cumulative_Deaths
4719,2021-04,Slovakia,EURO,21026,11201875,1965,325538
4720,2021-05,Slovakia,EURO,7510,11997921,659,376332
4721,2021-06,Slovakia,EURO,1921,11729716,167,373592
4722,2021-07,Slovakia,EURO,1005,12154083,30,388266
4723,2021-08,Slovakia,EURO,2276,12203297,8,388883
4724,2021-09,Slovakia,EURO,17584,12046489,89,377169
4725,2021-10,Slovakia,EURO,71266,13630802,397,397465
4726,2021-11,Slovakia,EURO,196311,17234683,1384,409421
4727,2021-12,Slovakia,EURO,118579,12779651,1425,257599
4728,2020-01,Slovenia,EURO,0,0,0,0
4729,2020-02,Slovenia,EURO,0,0,0,0
4730,2020-03,Slovenia,EURO,757,7818,13,70
4731,2020-04,Slovenia,EURO,661,36003,83,1822
4732,2020-05,Slovenia,EURO,55,45228,17,3393
4733,2020-06,Slovenia,EURO,111,45241,1,3403
4734,2020-07,Slovenia,EURO,556,58242,6,3576
4735,2020-08,Slovenia,EURO,726,75497,13,4014
4736,2020-09,Slovenia,EURO,2623,118626,21,4207
4737,2020-10,Slovenia,EURO,27029,425687,210,6603
4738,2020-11,Slovenia,EURO,42926,1630992,1153,26705
4739,2020-12,Slovenia,EURO,44389,3053887,1437,72293
4740,2021-01,Slovenia,EURO,46144,4501769,863,106282
4741,2021-02,Slovenia,EURO,23731,5000881,332,112650
4742,2021-03,Slovenia,EURO,24479,6250719,217,132025
4743,2021-04,Slovenia,EURO,25262,6862871,216,134335
4744,2021-05,Slovenia,EURO,14229,7694711,122,144363
4745,2021-06,Slovenia,EURO,3654,7687835,51,142058
4746,2021-07,Slovenia,EURO,1784,8001228,9,147598
4747,2021-08,Slovenia,EURO,7568,8124059,20,147885
4748,2021-09,Slovenia,EURO,25690,8373558,124,144924
4749,2021-10,Slovenia,EURO,41867,9571544,226,155497
4750,2021-11,Slovenia,EURO,84230,11368876,535,161487
4751,2021-12,Slovenia,EURO,26757,7379398,207,98771
4752,2020-01,Solomon Islands,WPRO,0,0,0,0
4753,2020-02,Solomon Islands,WPRO,0,0,0,0
4754,2020-03,Solomon Islands,WPRO,0,0,0,0
4755,2020-04,Solomon Islands,WPRO,0,0,0,0
4756,2020-05,Solomon Islands,WPRO,0,0,0,0
4757,2020-06,Solomon Islands,WPRO,0,0,0,0
4758,2020-07,Solomon Islands,WPRO,0,0,0,0
4759,2020-08,Solomon Islands,WPRO,0,0,0,0
4760,2020-09,Solomon Islands,WPRO,0,0,0,0
4761,2020-10,Solomon Islands,WPRO,8,89,0,0
4762,2020-11,Solomon Islands,WPRO,9,450,0,0
4763,2020-12,Solomon Islands,WPRO,0,527,0,0
4764,2021-01,Solomon Islands,WPRO,0,527,0,0
4765,2021-02,Solomon Islands,WPRO,1,496,0,0
4766,2021-03,Solomon Islands,WPRO,1,561,0,0
4767,2021-04,Solomon Islands,WPRO,1,591,0,0
4768,2021-05,Solomon Islands,WPRO,0,620,0,0
4769,2021-06,Solomon Islands,WPRO,0,600,0,0
4770,2021-07,Solomon Islands,WPRO,0,620,0,0
4771,2021-08,Solomon Islands,WPRO,0,620,0,0
4772,2021-09,Solomon Islands,WPRO,0,600,0,0
4773,2021-10,Solomon Islands,WPRO,0,620,0,0
4774,2021-11,Solomon Islands,WPRO,0,600,0,0
4775,2021-12,Solomon Islands,WPRO,0,340,0,0
4776,2020-01,Somalia,EMRO,0,0,0,0
4777,2020-02,Somalia,EMRO,0,0,0,0
4778,2020-03,Somalia,EMRO,5,80,0,0
4779,2020-04,Somalia,EMRO,577,4709,28,230
4780,2020-05,Somalia,EMRO,1334,39399,45,1629
4781,2020-06,Somalia,EMRO,988,76616,17,2575
4782,2020-07,Somalia,EMRO,308,95558,3,2863
4783,2020-08,Somalia,EMRO,98,100707,4,2893
4784,2020-09,Somalia,EMRO,278,102377,2,2934
4785,2020-10,Somalia,EMRO,353,118577,5,3112
4786,2020-11,Somalia,EMRO,510,129099,9,3254
4787,2020-12,Somalia,EMRO,263,142861,17,3807
4788,2021-01,Somalia,EMRO,70,146970,0,4030
4789,2021-02,Somalia,EMRO,2207,152452,101,4612
4790,2021-03,Somalia,EMRO,4173,287849,279,11593
4791,2021-04,Somalia,EMRO,2751,382284,203,19061
4792,2021-05,Somalia,EMRO,745,447613,56,23285
4793,2021-06,Somalia,EMRO,273,444228,6,23211
4794,2021-07,Somalia,EMRO,425,468119,34,24274
4795,2021-08,Somalia,EMRO,2041,505614,160,27367
4796,2021-09,Somalia,EMRO,2581,559429,142,31269
4797,2021-10,Somalia,EMRO,2018,657023,97,36328
4798,2021-11,Somalia,EMRO,1018,682145,119,38935
4799,2021-12,Somalia,EMRO,58,368884,6,21300
4800,2020-01,South Africa,AFRO,0,0,0,0
4801,2020-02,South Africa,AFRO,0,0,0,0
4802,2020-03,South Africa,AFRO,1326,8849,3,6
4803,2020-04,South Africa,AFRO,4024,83750,100,1263
4804,2020-05,South Africa,AFRO,25617,470338,540,9199
4805,2020-06,South Africa,AFRO,113297,2302945,4308,82054
4806,2020-07,South Africa,AFRO,337905,9715942,5347,224925
4807,2020-08,South Africa,AFRO,142887,17818730,6216,430691
4808,2020-09,South Africa,AFRO,47516,19540735,2639,540370
4809,2020-10,South Africa,AFRO,51110,21660018,1263,620379
4810,2020-11,South Africa,AFRO,64020,22562127,1061,622560
4811,2020-12,South Africa,AFRO,251459,27575759,6556,744725
4812,2021-01,South Africa,AFRO,410075,39844502,15918,1119329
4813,2021-02,South Africa,AFRO,62989,41651611,5990,1332012
4814,2021-03,South Africa,AFRO,34510,47437487,2847,1595992
4815,2021-04,South Africa,AFRO,32801,46889738,1543,1606660
4816,2021-05,South Africa,AFRO,83289,50046222,2108,1712837
4817,2021-06,South Africa,AFRO,291641,53372541,3825,1743510
4818,2021-07,South Africa,AFRO,480570,69235080,11415,2045465
4819,2021-08,South Africa,AFRO,335539,80851197,10151,2390648
4820,2021-09,South Africa,AFRO,130419,85740032,5695,2556543
4821,2021-10,South Africa,AFRO,20892,90341877,1638,2743043
4822,2021-11,South Africa,AFRO,41793,87973185,659,2684636
4823,2021-12,South Africa,AFRO,292137,52524954,440,1530720
4824,2020-01,S. Sudan,AFRO,0,0,0,0
4825,2020-02,S. Sudan,AFRO,0,0,0,0
4826,2020-03,S. Sudan,AFRO,0,0,0,0
4827,2020-04,S. Sudan,AFRO,34,152,0,0
4828,2020-05,S. Sudan,AFRO,960,10646,10,100
4829,2020-06,S. Sudan,AFRO,1012,49325,27,763
4830,2020-07,S. Sudan,AFRO,316,67372,9,1311
4831,2020-08,S. Sudan,AFRO,205,76852,1,1454
4832,2020-09,S. Sudan,AFRO,177,78188,2,1457
4833,2020-10,S. Sudan,AFRO,201,87229,9,1680
4834,2020-11,S. Sudan,AFRO,199,90050,3,1783
4835,2020-12,S. Sudan,AFRO,436,100339,2,1919
4836,2021-01,S. Sudan,AFRO,421,115152,1,1963
4837,2021-02,S. Sudan,AFRO,3388,153888,23,2098
4838,2021-03,S. Sudan,AFRO,2770,289492,21,3211
4839,2021-04,S. Sudan,AFRO,448,312032,6,3408
4840,2021-05,S. Sudan,AFRO,121,330012,1,3568
4841,2021-06,S. Sudan,AFRO,146,322226,2,3457
4842,2021-07,S. Sudan,AFRO,222,338632,2,3635
4843,2021-08,S. Sudan,AFRO,380,347749,1,3718
4844,2021-09,S. Sudan,AFRO,559,351556,8,3665
4845,2021-10,S. Sudan,AFRO,407,378111,5,4064
4846,2021-11,S. Sudan,AFRO,356,377808,0,3990
4847,2021-12,S. Sudan,AFRO,385,218887,0,2261
4848,2020-01,Spain,EURO,1,12,0,0
4849,2020-02,Spain,EURO,43,223,1,17
4850,2020-03,Spain,EURO,108308,872897,8576,55055
4851,2020-04,Spain,EURO,114587,5490500,17086,575357
4852,2020-05,Spain,EURO,22172,7305032,3421,865587
4853,2020-06,Spain,EURO,10007,7516546,663,885562
4854,2020-07,Spain,EURO,40412,8344079,182,924811
4855,2020-08,Spain,EURO,187795,11590862,1035,940492
4856,2020-09,Spain,EURO,304782,19144665,3041,970470
4857,2020-10,Spain,EURO,455862,30520396,5005,1124617
4858,2020-11,Spain,EURO,433706,45089630,9204,1316023
4859,2020-12,Spain,EURO,272915,55906482,5767,1592361
4860,2021-01,Spain,EURO,873597,72676271,10982,1811269
4861,2021-02,Spain,EURO,318623,84814574,9353,1980278
4862,2021-03,Spain,EURO,155004,99767424,3111,2360802
4863,2021-04,Spain,EURO,240637,102547510,2263,2358620
4864,2021-05,Spain,EURO,163520,112530332,1424,2496922
4865,2021-06,Spain,EURO,116364,112801717,619,2444371
4866,2021-07,Spain,EURO,673661,127906232,921,2543184
4867,2021-08,Spain,EURO,378591,146487720,2873,2608877
4868,2021-09,Spain,EURO,94288,147883440,1498,2593397
4869,2021-10,Spain,EURO,51885,154701383,572,2707906
4870,2021-11,Spain,EURO,142593,152133215,537,2635547
4871,2021-12,Spain,EURO,262815,89828458,533,1503296
4872,2020-01,Sri Lanka,SEARO,5,21,0,0
4873,2020-02,Sri Lanka,SEARO,0,145,0,0
4874,2020-03,Sri Lanka,SEARO,117,1406,2,4
4875,2020-04,Sri Lanka,SEARO,527,8561,5,184
4876,2020-05,Sri Lanka,SEARO,984,31786,3,278
4877,2020-06,Sri Lanka,SEARO,414,57104,1,330
4878,2020-07,Sri Lanka,SEARO,768,78459,0,341
4879,2020-08,Sri Lanka,SEARO,234,89950,1,350
4880,2020-09,Sri Lanka,SEARO,331,97197,1,376
4881,2020-10,Sri Lanka,SEARO,7283,184506,7,442
4882,2020-11,Sri Lanka,SEARO,13324,519494,98,1893
4883,2020-12,Sri Lanka,SEARO,19312,1064733,86,5032
4884,2021-01,Sri Lanka,SEARO,20858,1640683,112,7956
4885,2021-02,Sri Lanka,SEARO,19085,2103119,155,11223
4886,2021-03,Sri Lanka,SEARO,9464,2741965,97,16407
4887,2021-04,Sri Lanka,SEARO,15440,2923587,99,18405
4888,2021-05,Sri Lanka,SEARO,78218,4503722,817,31299
4889,2021-06,Sri Lanka,SEARO,72725,6834290,1536,68417
4890,2021-07,Sri Lanka,SEARO,49723,8768118,1364,113729
4891,2021-08,Sri Lanka,SEARO,131490,11364261,4801,199690
4892,2021-09,Sri Lanka,SEARO,77075,14721520,3721,345735
4893,2021-10,Sri Lanka,SEARO,23696,16442375,837,416320
4894,2021-11,Sri Lanka,SEARO,22916,16571741,603,420956
4895,2021-12,Sri Lanka,SEARO,13735,9707985,352,247325
4896,2020-01,Sudan,EMRO,0,0,0,0
4897,2020-02,Sudan,EMRO,0,0,0,0
4898,2020-03,Sudan,EMRO,7,48,2,19
4899,2020-04,Sudan,EMRO,368,2655,26,256
4900,2020-05,Sudan,EMRO,4425,71416,234,3302
4901,2020-06,Sudan,EMRO,4572,221561,325,13515
4902,2020-07,Sudan,EMRO,2207,327938,144,20681
4903,2020-08,Sudan,EMRO,1610,385040,92,24687
4904,2020-09,Sudan,EMRO,457,404872,13,25011
4905,2020-10,Sudan,EMRO,158,424972,1,25923
4906,2020-11,Sudan,EMRO,4241,459778,418,33757
4907,2020-12,Sudan,EMRO,7455,686746,306,43624
4908,2021-01,Sudan,EMRO,3949,863145,246,52394
4909,2021-02,Sudan,EMRO,946,839456,81,51898
4910,2021-03,Sudan,EMRO,1524,962630,191,61067
4911,2021-04,Sudan,EMRO,2025,992327,270,66640
4912,2021-05,Sudan,EMRO,1551,1082490,281,77262
4913,2021-06,Sudan,EMRO,1202,1089066,130,81799
4914,2021-07,Sudan,EMRO,731,1149756,20,85948
4915,2021-08,Sudan,EMRO,362,1165750,13,86300
4916,2021-09,Sudan,EMRO,523,1142288,51,84718
4917,2021-10,Sudan,EMRO,2469,1228523,199,92036
4918,2021-11,Sudan,EMRO,2447,1248369,116,92772
4919,2021-12,Sudan,EMRO,1883,709588,93,51456
4920,2020-01,Suriname,AMRO,0,0,0,0
4921,2020-02,Suriname,AMRO,0,0,0,0
4922,2020-03,Suriname,AMRO,8,91,0,0
4923,2020-04,Suriname,AMRO,2,294,1,24
4924,2020-05,Suriname,AMRO,2,326,0,31
4925,2020-06,Suriname,AMRO,480,6442,12,151
4926,2020-07,Suriname,AMRO,1115,28411,13,576
4927,2020-08,Suriname,AMRO,2347,87401,41,1344
4928,2020-09,Suriname,AMRO,882,135868,35,2716
4929,2020-10,Suriname,AMRO,361,156902,9,3338
4930,2020-11,Suriname,AMRO,115,157837,6,3424
4931,2020-12,Suriname,AMRO,786,170711,3,3645
4932,2021-01,Suriname,AMRO,2266,226087,34,4275
4933,2021-02,Suriname,AMRO,549,244491,16,4589
4934,2021-03,Suriname,AMRO,191,279578,7,5438
4935,2021-04,Suriname,AMRO,1114,285036,24,5553
4936,2021-05,Suriname,AMRO,4297,369780,87,7173
4937,2021-06,Suriname,AMRO,6845,549292,224,12209
4938,2021-07,Suriname,AMRO,3858,732084,131,18272
4939,2021-08,Suriname,AMRO,3622,827459,72,21078
4940,2021-09,Suriname,AMRO,12149,1039664,155,23431
4941,2021-10,Suriname,AMRO,7910,1412020,212,30769
4942,2021-11,Suriname,AMRO,1861,1500298,84,33958
4943,2021-12,Suriname,AMRO,563,868261,13,19947
4944,2020-01,Sweden,EURO,1,1,0,0
4945,2020-02,Sweden,EURO,2,32,0,0
4946,2020-03,Sweden,EURO,3941,38125,239,1164
4947,2020-04,Sweden,EURO,16229,358023,2510,45219
4948,2020-05,Sweden,EURO,17791,904354,1823,118139
4949,2020-06,Sweden,EURO,28369,1552437,902,152862
4950,2020-07,Sweden,EURO,10051,2258448,280,175331
4951,2020-08,Sweden,EURO,7806,2501231,67,179512
4952,2020-09,Sweden,EURO,8349,2633135,52,175471
4953,2020-10,Sweden,EURO,32451,3238907,135,183655
4954,2020-11,Sweden,EURO,129815,5573194,1135,193769
4955,2020-12,Sweden,EURO,182495,10733432,2509,258296
4956,2021-01,Sweden,EURO,133786,15985409,2517,342945
4957,2021-02,Sweden,EURO,90703,17179807,844,354829
4958,2021-03,Sweden,EURO,134525,22536967,588,412941
4959,2021-04,Sweden,EURO,171119,26637245,579,417159
4960,2021-05,Sweden,EURO,101617,32013359,386,446648
4961,2021-06,Sweden,EURO,20711,32509260,97,438937
4962,2021-07,Sweden,EURO,10254,33921834,17,454848
4963,2021-08,Sweden,EURO,24270,34468384,45,455589
4964,2021-09,Sweden,EURO,27688,34225975,175,444330
4965,2021-10,Sweden,EURO,20471,36014907,159,464751
4966,2021-11,Sweden,EURO,31053,35570294,114,453732
4967,2021-12,Sweden,EURO,43258,20810926,53,258494
4968,2020-01,Switzerland,EURO,0,0,0,0
4969,2020-02,Switzerland,EURO,32,70,0,0
4970,2020-03,Switzerland,EURO,17878,176508,438,2838
4971,2020-04,Switzerland,EURO,11773,785743,1151,34375
4972,2020-05,Switzerland,EURO,1158,943879,135,52381
4973,2020-06,Switzerland,EURO,933,934781,9,51853
4974,2020-07,Switzerland,EURO,3515,1034468,15,53935
4975,2020-08,Switzerland,EURO,6962,1191225,22,54557
4976,2020-09,Switzerland,EURO,11263,1447476,63,54092
4977,2020-10,Switzerland,EURO,117631,2760440,425,60033
4978,2020-11,Switzerland,EURO,155839,7920911,2559,106104
4979,2020-12,Switzerland,EURO,124202,12199804,2699,192721
4980,2021-01,Switzerland,EURO,71093,15272370,1636,262288
4981,2021-02,Switzerland,EURO,32295,15129284,462,264234
4982,2021-03,Switzerland,EURO,44559,17825208,285,302682
4983,2021-04,Switzerland,EURO,58592,18867338,256,301132
4984,2021-05,Switzerland,EURO,34263,21017404,152,317665
4985,2021-06,Switzerland,EURO,8082,20928103,60,310343
4986,2021-07,Switzerland,EURO,15621,21891766,22,321586
4987,2021-08,Switzerland,EURO,62373,23020790,100,322985
4988,2021-09,Switzerland,EURO,59461,24425922,197,317773
4989,2021-10,Switzerland,EURO,35548,26466398,148,333465
4990,2021-11,Switzerland,EURO,143576,27910084,299,328600
4991,2021-12,Switzerland,EURO,143482,18691122,351,192819
4992,2020-01,Syrian Arab Republic,EMRO,0,0,0,0
4993,2020-02,Syrian Arab Republic,EMRO,0,0,0,0
4994,2020-03,Syrian Arab Republic,EMRO,10,46,2,4
4995,2020-04,Syrian Arab Republic,EMRO,33,887,1,71
4996,2020-05,Syrian Arab Republic,EMRO,79,2004,1,102
4997,2020-06,Syrian Arab Republic,EMRO,147,5394,5,197
4998,2020-07,Syrian Arab Republic,EMRO,469,14772,32,720
4999,2020-08,Syrian Arab Republic,EMRO,1965,51074,68,2124
5000,2020-09,Syrian Arab Republic,EMRO,1445,106381,88,4715
5001,2020-10,Syrian Arab Republic,EMRO,1535,152663,88,7398
5002,2020-11,Syrian Arab Republic,EMRO,2114,200883,128,10371
5003,2020-12,Syrian Arab Republic,EMRO,3547,295504,291,17026
5004,2021-01,Syrian Arab Republic,EMRO,2654,396972,212,25284
5005,2021-02,Syrian Arab Republic,EMRO,1535,414559,107,27263
5006,2021-03,Syrian Arab Republic,EMRO,3242,522457,231,34820
5007,2021-04,Syrian Arab Republic,EMRO,3856,621816,329,42531
5008,2021-05,Syrian Arab Republic,EMRO,1836,733928,183,52303
5009,2021-06,Syrian Arab Republic,EMRO,1012,748143,107,54664
5010,2021-07,Syrian Arab Republic,EMRO,475,799451,40,58871
5011,2021-08,Syrian Arab Republic,EMRO,1825,823072,94,60356
5012,2021-09,Syrian Arab Republic,EMRO,6154,906125,231,63116
5013,2021-10,Syrian Arab Republic,EMRO,9213,1196940,322,74382
5014,2021-11,Syrian Arab Republic,EMRO,4922,1384393,184,79928
5015,2021-12,Syrian Arab Republic,EMRO,1355,781580,79,44632
5016,2020-01,Tajikistan,EURO,0,0,0,0
5017,2020-02,Tajikistan,EURO,0,0,0,0
5018,2020-03,Tajikistan,EURO,0,0,0,0
5019,2020-04,Tajikistan,EURO,0,0,0,0
5020,2020-05,Tajikistan,EURO,3807,47672,47,919
5021,2020-06,Tajikistan,EURO,2093,150326,5,1496
5022,2020-07,Tajikistan,EURO,1466,207033,8,1731
5023,2020-08,Tajikistan,EURO,1184,248207,8,1985
5024,2020-09,Tajikistan,EURO,1176,273930,7,2161
5025,2020-10,Tajikistan,EURO,1251,321645,7,2463
5026,2020-11,Tajikistan,EURO,1178,347767,4,2536
5027,2020-12,Tajikistan,EURO,1510,402390,4,2733
5028,2021-01,Tajikistan,EURO,49,424856,1,2820
5029,2021-02,Tajikistan,EURO,0,383992,0,2548
5030,2021-03,Tajikistan,EURO,0,425134,0,2821
5031,2021-04,Tajikistan,EURO,0,411420,0,2730
5032,2021-05,Tajikistan,EURO,0,425134,0,2821
5033,2021-06,Tajikistan,EURO,170,412226,0,2730
5034,2021-07,Tajikistan,EURO,1520,449160,31,3343
5035,2021-08,Tajikistan,EURO,1813,509807,3,3845
5036,2021-09,Tajikistan,EURO,267,523312,0,3750
5037,2021-10,Tajikistan,EURO,2,542036,0,3875
5038,2021-11,Tajikistan,EURO,7,524682,0,3750
5039,2021-12,Tajikistan,EURO,0,297381,0,2125
5040,2020-01,Thailand,SEARO,23,159,0,0
5041,2020-02,Thailand,SEARO,19,995,0,0
5042,2020-03,Thailand,SEARO,1609,13500,10,72
5043,2020-04,Thailand,SEARO,1303,77098,44,1181
5044,2020-05,Thailand,SEARO,127,93701,3,1730
5045,2020-06,Thailand,SEARO,90,93991,1,1739
5046,2020-07,Thailand,SEARO,139,100371,0,1798
5047,2020-08,Thailand,SEARO,102,104473,0,1798
5048,2020-09,Thailand,SEARO,152,104491,1,1752
5049,2020-10,Thailand,SEARO,216,113851,0,1829
5050,2020-11,Thailand,SEARO,218,116291,1,1735
5051,2020-12,Thailand,SEARO,2886,150944,1,1863
5052,2021-01,Thailand,SEARO,11898,371766,16,2164
5053,2021-02,Thailand,SEARO,7169,676844,6,2267
5054,2021-03,Thailand,SEARO,2912,847265,11,2737
5055,2021-04,Thailand,SEARO,36290,1243741,109,3442
5056,2021-05,Thailand,SEARO,94639,3321800,828,18755
5057,2021-06,Thailand,SEARO,99509,6185041,992,45747
5058,2021-07,Thailand,SEARO,337986,12382024,2834,100177
5059,2021-08,Thailand,SEARO,607442,28523465,6732,248619
5060,2021-09,Thailand,SEARO,398746,42682144,5138,439733
5061,2021-10,Thailand,SEARO,308549,54840401,2478,561695
5062,2021-11,Thailand,SEARO,203848,60742468,1566,602717
5063,2021-12,Thailand,SEARO,69625,36644852,556,358216
5064,2020-01,United Kingdom,EURO,0,0,0,0
5065,2020-02,United Kingdom,EURO,30,248,0,0
5066,2020-03,United Kingdom,EURO,29619,208292,2050,10097
5067,2020-04,United Kingdom,EURO,137152,3016078,23999,432012
5068,2020-05,United Kingdom,EURO,87066,6806207,11336,1017549
5069,2020-06,United Kingdom,EURO,29172,8116819,2956,1177200
5070,2020-07,United Kingdom,EURO,20464,9084476,828,1267231
5071,2020-08,United Kingdom,EURO,32969,9888897,330,1281831
5072,2020-09,United Kingdom,EURO,129856,11625131,573,1251193
5073,2020-10,United Kingdom,EURO,557385,22389955,4157,1351092
5074,2020-11,United Kingdom,EURO,610635,40989424,12016,1559011
5075,2020-12,United Kingdom,EURO,898253,61832180,14303,2024078
5076,2021-01,United Kingdom,EURO,1285822,102487211,33023,2722119
5077,2021-02,United Kingdom,EURO,355268,112827565,17134,3249305
5078,2021-03,United Kingdom,EURO,164694,132105595,3965,3885506
5079,2021-04,United Kingdom,EURO,75861,131385596,832,3814493
5080,2021-05,United Kingdom,EURO,69814,137866825,279,3957381
5081,2021-06,United Kingdom,EURO,291245,137844154,345,3837920
5082,2021-07,United Kingdom,EURO,1055473,164488452,1457,3989074
5083,2021-08,United Kingdom,EURO,926876,194784951,2902,4061378
5084,2021-09,United Kingdom,EURO,1013644,218753828,4040,4037219
5085,2021-10,United Kingdom,EURO,1248668,259927660,4033,4291231
5086,2021-11,United Kingdom,EURO,1169097,287998138,4252,4287510
5087,2021-12,United Kingdom,EURO,908792,180670854,2127,2481477
5088,2020-01,Timor-Leste,SEARO,0,0,0,0
5089,2020-02,Timor-Leste,SEARO,0,0,0,0
5090,2020-03,Timor-Leste,SEARO,1,12,0,0
5091,2020-04,Timor-Leste,SEARO,23,364,0,0
5092,2020-05,Timor-Leste,SEARO,0,744,0,0
5093,2020-06,Timor-Leste,SEARO,0,720,0,0
5094,2020-07,Timor-Leste,SEARO,0,744,0,0
5095,2020-08,Timor-Leste,SEARO,3,790,0,0
5096,2020-09,Timor-Leste,SEARO,1,813,0,0
5097,2020-10,Timor-Leste,SEARO,2,895,0,0
5098,2020-11,Timor-Leste,SEARO,0,900,0,0
5099,2020-12,Timor-Leste,SEARO,14,1060,0,0
5100,2021-01,Timor-Leste,SEARO,26,1698,0,0
5101,2021-02,Timor-Leste,SEARO,43,2678,0,0
5102,2021-03,Timor-Leste,SEARO,491,8190,0,0
5103,2021-04,Timor-Leste,SEARO,1672,39159,3,53
5104,2021-05,Timor-Leste,SEARO,4718,139810,13,282
5105,2021-06,Timor-Leste,SEARO,2228,250425,7,562
5106,2021-07,Timor-Leste,SEARO,1676,310489,3,787
5107,2021-08,Timor-Leste,SEARO,5784,410421,41,1218
5108,2021-09,Timor-Leste,SEARO,2816,558050,50,2923
5109,2021-10,Timor-Leste,SEARO,292,610707,5,3709
5110,2021-11,Timor-Leste,SEARO,33,594295,0,3660
5111,2021-12,Timor-Leste,SEARO,9,337086,0,2074
5112,2020-01,Togo,AFRO,0,0,0,0
5113,2020-02,Togo,AFRO,0,0,0,0
5114,2020-03,Togo,AFRO,34,332,1,2
5115,2020-04,Togo,AFRO,75,2193,6,123
5116,2020-05,Togo,AFRO,319,8100,6,342
5117,2020-06,Togo,AFRO,214,15937,1,395
5118,2020-07,Togo,AFRO,266,23479,4,482
5119,2020-08,Togo,AFRO,488,35125,9,754
5120,2020-09,Togo,AFRO,363,47533,21,1137
5121,2020-10,Togo,AFRO,537,62583,7,1564
5122,2020-11,Togo,AFRO,650,79082,9,1808
5123,2020-12,Togo,AFRO,658,101602,4,2042
5124,2021-01,Togo,AFRO,1437,131051,9,2252
5125,2021-02,Togo,AFRO,1810,163950,6,2250
5126,2021-03,Togo,AFRO,3398,258846,26,2991
5127,2021-04,Togo,AFRO,2682,361537,14,3508
5128,2021-05,Togo,AFRO,526,410297,2,3859
5129,2021-06,Togo,AFRO,424,409478,4,3796
5130,2021-07,Togo,AFRO,1743,451606,23,4263
5131,2021-08,Togo,AFRO,5637,564209,33,5153
5132,2021-09,Togo,AFRO,4107,711472,43,6212
5133,2021-10,Togo,AFRO,700,800537,14,7364
5134,2021-11,Togo,AFRO,182,784895,1,7287
5135,2021-12,Togo,AFRO,216,447955,1,4133
5136,2020-01,Tokelau,WPRO,0,0,0,0
5137,2020-02,Tokelau,WPRO,0,0,0,0
5138,2020-03,Tokelau,WPRO,0,0,0,0
5139,2020-04,Tokelau,WPRO,0,0,0,0
5140,2020-05,Tokelau,WPRO,0,0,0,0
5141,2020-06,Tokelau,WPRO,0,0,0,0
5142,2020-07,Tokelau,WPRO,0,0,0,0
5143,2020-08,Tokelau,WPRO,0,0,0,0
5144,2020-09,Tokelau,WPRO,0,0,0,0
5145,2020-10,Tokelau,WPRO,0,0,0,0
5146,2020-11,Tokelau,WPRO,0,0,0,0
5147,2020-12,Tokelau,WPRO,0,0,0,0
5148,2021-01,Tokelau,WPRO,0,0,0,0
5149,2021-02,Tokelau,WPRO,0,0,0,0
5150,2021-03,Tokelau,WPRO,0,0,0,0
5151,2021-04,Tokelau,WPRO,0,0,0,0
5152,2021-05,Tokelau,WPRO,0,0,0,0
5153,2021-06,Tokelau,WPRO,0,0,0,0
5154,2021-07,Tokelau,WPRO,0,0,0,0
5155,2021-08,Tokelau,WPRO,0,0,0,0
5156,2021-09,Tokelau,WPRO,0,0,0,0
5157,2021-10,Tokelau,WPRO,0,0,0,0
5158,2021-11,Tokelau,WPRO,0,0,0,0
5159,2021-12,Tokelau,WPRO,0,0,0,0
5160,2020-01,Tonga,WPRO,0,0,0,0
5161,2020-02,Tonga,WPRO,0,0,0,0
5162,2020-03,Tonga,WPRO,0,0,0,0
5163,2020-04,Tonga,WPRO,0,0,0,0
5164,2020-05,Tonga,WPRO,0,0,0,0
5165,2020-06,Tonga,WPRO,0,0,0,0
5166,2020-07,Tonga,WPRO,0,0,0,0
5167,2020-08,Tonga,WPRO,0,0,0,0
5168,2020-09,Tonga,WPRO,0,0,0,0
5169,2020-10,Tonga,WPRO,0,0,0,0
5170,2020-11,Tonga,WPRO,0,0,0,0
5171,2020-12,Tonga,WPRO,0,0,0,0
5172,2021-01,Tonga,WPRO,0,0,0,0
5173,2021-02,Tonga,WPRO,0,0,0,0
5174,2021-03,Tonga,WPRO,0,0,0,0
5175,2021-04,Tonga,WPRO,0,0,0,0
5176,2021-05,Tonga,WPRO,0,0,0,0
5177,2021-06,Tonga,WPRO,0,0,0,0
5178,2021-07,Tonga,WPRO,0,0,0,0
5179,2021-08,Tonga,WPRO,0,0,0,0
5180,2021-09,Tonga,WPRO,0,0,0,0
5181,2021-10,Tonga,WPRO,1,2,0,0
5182,2021-11,Tonga,WPRO,0,30,0,0
5183,2021-12,Tonga,WPRO,0,17,0,0
5184,2020-01,Trinidad and Tobago,AMRO,0,0,0,0
5185,2020-02,Trinidad and Tobago,AMRO,0,0,0,0
5186,2020-03,Trinidad and Tobago,AMRO,82,655,3,12
5187,2020-04,Trinidad and Tobago,AMRO,34,3268,5,223
5188,2020-05,Trinidad and Tobago,AMRO,0,3596,0,248
5189,2020-06,Trinidad and Tobago,AMRO,10,3607,0,240
5190,2020-07,Trinidad and Tobago,AMRO,31,4258,0,248
5191,2020-08,Trinidad and Tobago,AMRO,1526,19691,13,345
5192,2020-09,Trinidad and Tobago,AMRO,2758,94012,53,1526
